title,author,genre,publisher,price,rating,reviews_count,sales_rank,year,store,discount_percent,delivery_cost,demand_score,popularity_score
Data Science Framework,Robert Kiyosaki,Cooking,Penguin Random House,24.02,3.6,1975,1039,2012,BooksWagon,29.91866334253931,75,6.359479649665121,72.395
Modern Time Workbook,Robert Kiyosaki,Romance,Hachette,10.22,4.7,4827,913,2019,Flipkart,30.262408803700822,40,15.542890262751158,94.9654
Essential Mystery Trilogy,James Clear,Cooking,,28.43,4.5,286,1000,2015,Flipkart,34.32452089661124,0,0.9209170530654303,90.0572
Marketing Story,Stephen King,Science,Hachette,29.41,4.3,568,1099,2021,Crossword,10.262707405090392,40,1.8289541473467286,86.1136
Complete History Strategies,Michelle Obama,Fiction,Penguin Random House,12.82,4.1,8055,1013,2022,Crossword,33.63299858728354,0,25.93701700154559,83.611
Cooking Chronicles,Dale Carnegie,Science Fiction,Macmillan,13.21,4.1,1200,1752,2023,Crossword,41.36130082662564,40,3.863987635239567,82.24
Dark Leadership Handbook,Yuval Noah Harari,Business,Hachette,21.75,3.9,3160,1308,2016,BooksWagon,12.187324354809679,50,10.175167439464193,78.632
Complete Fitness Masterclass,Delia Owens,Health,O'Reilly Media,20.67,4.6,353,1425,2012,Crossword,14.501732996955106,40,1.1366563626996393,92.0706
Dark Meditation Masterclass,Alex Michaelides,Self-Help,O'Reilly Media,20.15,4.6,202,1473,2020,Amazon,43.855803761665584,0,0.6504379185986605,92.0404
Lost War Methods,Brand New Author,Science,HarperCollins,25.07,4.5,205,3234,2016,Snapdeal,12.23907810837959,0,0.6600978876867594,90.041
Essential Python: The System,Alex Michaelides,Science Fiction,Simon & Schuster,15.53,3.4,4452,1621,2021,Amazon,39.17540373478317,40,14.335394126738796,68.8904
War Anthology,Yuval Noah Harari,Self-Help,Amazon KDP,23.09,3.5,212,1919,2018,Amazon,24.69111425792139,0,0.6826378155589902,70.0424
Complete Baking Bible,George R.R. Martin,History,Indie Pub,19.05,5.0,602,1461,2019,Crossword,14.889242976127083,50,1.9384337970118495,100.1204
Dark Data Science Bible,Brene Brown,Health,Simon & Schuster,12.74,4.4,142,2009,2016,Snapdeal,39.829996050900455,0,0.45723853683668214,88.0284
Machine Learning Trilogy,Tara Westover,Non-Fiction,Penguin Random House,19.43,4.3,30,2404,2022,Snapdeal,22.81221020010662,0,0.09659969088098919,86.006
Advanced Leadership Methods,Delia Owens,Science,O'Reilly Media,42.18,3.7,1310,2625,2014,Snapdeal,25.59269415718761,0,4.218186501803194,74.262
The Ultimate Meditation Chronicles,George R.R. Martin,Business,,33.4,4.4,124,1354,2022,BooksWagon,19.369334775990627,40,0.39927872230808864,88.0248
Forgotten Leadership Story,Tara Westover,Biography,,12.48,4.0,967,1462,2024,Crossword,28.718034057397098,40,3.1137300360638847,80.1934
Lost Meditation Bible,Walter Isaacson,Science Fiction,Indie Pub,16.62,3.7,170,1973,2011,Snapdeal,11.54095490340091,0,0.5473982483256054,74.034
Secret Love Workbook,Dale Carnegie,Science,Macmillan,28.4,4.4,526,3700,2011,BooksWagon,20.643261466070427,0,1.6937145801133437,88.1052
Business Principles,George R.R. Martin,History,Penguin Random House,6.37,3.7,542,6079,2011,Flipkart,43.7764928934115,40,1.7452344152498713,74.1084
Beginner's Leadership Bible,Brene Brown,Health,Simon & Schuster,17.68,4.1,1296,1688,2022,Flipkart,15.325337308045102,0,4.1731066460587325,82.2592
Beginner's Love Anthology,Brene Brown,Romance,Amazon KDP,12.01,4.7,4464,1274,2017,BooksWagon,31.269466581651688,40,14.374034003091191,94.8928
Advanced Data Science Saga,Walter Isaacson,Biography,Penguin Random House,15.43,4.5,147,2955,2014,BooksWagon,18.007602568987796,40,0.473338485316847,90.0294
Beginner's Design Masterclass,Brene Brown,Fantasy,,17.09,3.4,1495,1281,2014,Crossword,35.93892502746402,0,4.813884595569294,68.299
Money Anthology,Yuval Noah Harari,Fantasy,Amazon KDP,20.26,4.3,204,3329,2020,Crossword,10.234946428733993,0,0.6568778979907265,86.0408
The Ultimate Cooking Chronicles,Alex Michaelides,Self-Help,Simon & Schuster,29.98,4.4,2425,756,2023,Flipkart,43.79284180314179,75,7.808475012879959,88.485
Modern Baking Saga,Tara Westover,Business,Penguin Random House,27.67,5.0,491,1475,2014,Snapdeal,23.15158165534557,40,1.5810149407521896,100.0982
Design Anthology,Brand New Author,Cooking,Penguin Random House,16.15,4.4,1166,1667,2019,Flipkart,14.442018533858558,40,3.7545079855744463,88.2332
Leadership Chronicles,Walter Isaacson,Health,Simon & Schuster,19.19,3.6,215,2655,2017,Snapdeal,7.939869893200506,0,0.6922977846470891,72.043
Time Bible,Tara Westover,Mystery,Hachette,22.2,5.0,1036,1524,2015,Snapdeal,11.790316203501629,40,3.3359093250901597,100.2072
Advanced Business Saga,Agatha Christie,Self-Help,Amazon KDP,14.97,4.0,212,1577,2014,Crossword,25.790957942240706,0,0.6826378155589902,80.0424
Forgotten Design Handbook,Neil Gaiman,Fantasy,Simon & Schuster,18.48,4.2,499,1492,2013,Amazon,18.48012705725145,40,1.6067748583204533,84.0998
Essential Design Trilogy,Delia Owens,Biography,HarperCollins,7.41,4.5,1044,2333,2012,Amazon,38.15533463530438,75,3.3616692426584236,90.2088
The Ultimate Business Journal,James Clear,Health,Amazon KDP,22.5,4.2,1218,826,2023,BooksWagon,22.235500946472236,0,3.921947449768161,84.2436
Bright Leadership Masterclass,Walter Isaacson,Self-Help,Amazon KDP,18.49,3.9,955,1711,2021,Crossword,14.948570903505196,0,3.075090159711489,78.191
Complete History: The Trilogy,Stephen King,Cooking,Hachette,4.99,4.1,755,820,2025,Snapdeal,29.685799464161203,0,2.4310922205048944,82.151
Leadership Saga,Brene Brown,Cooking,Macmillan,18.47,4.5,1216,2371,2010,Amazon,33.27108867541783,0,3.9155074703760953,90.2432
Bright War Journal,Tara Westover,Fiction,Penguin Random House,18.42,4.3,762,4408,2022,Snapdeal,11.681676316037994,0,2.453632148377125,86.1524
Modern Fitness Trilogy,Robert Kiyosaki,Technology,Simon & Schuster,23.15,4.7,207,813,2023,Amazon,11.704768651532707,0,0.6665378670788253,94.0414
Gardening Journal,Alex Michaelides,Cooking,Indie Pub,9.85,4.8,50,4357,2018,Amazon,6.466857077341719,50,0.16099948480164863,96.01
Secret Money Principles,Delia Owens,Romance,O'Reilly Media,26.85,3.3,472,1239,2015,Amazon,34.45608060262562,40,1.519835136527563,66.0944
AI Secrets,Alex Michaelides,Science,Indie Pub,19.42,3.9,639,1338,2022,Crossword,31.552181104872204,0,2.0575734157650696,78.1278
Future War Trilogy,J.K. Rowling,History,HarperCollins,15.8,4.9,1835,1665,2016,Flipkart,23.985235029992555,75,5.9086810922205055,98.367
Data Science Story,Michelle Obama,Mystery,Simon & Schuster,13.2,4.3,485,1360,2022,Snapdeal,38.76681795876789,0,1.5616950025759917,86.097
Advanced Love Bible,Brand New Author,History,Amazon KDP,15.18,4.2,435,3240,2012,Crossword,37.22680611800213,75,1.400695517774343,84.087
Secret History Handbook,Michelle Obama,Mystery,Amazon KDP,15.16,3.7,673,1178,2022,Crossword,28.414174575870085,0,2.1670530654301903,74.1346
Past Business Methods,J.K. Rowling,Biography,O'Reilly Media,500.0,3.7,143,1102,2024,Crossword,39.73085122053035,50,0.46045852653271513,74.0286
Beginner's Meditation Guide,Michelle Obama,Self-Help,Macmillan,7.52,3.8,1076,854,2015,Crossword,13.233648401470731,40,3.4647089129314788,76.2152
Hidden Mystery Strategies,Colleen Hoover,Business,Hachette,20.39,4.2,983,1251,2022,Crossword,9.476784775909115,50,3.1652498712004125,84.1966
Bright Marketing Framework,James Clear,Romance,HarperCollins,11.39,4.4,599,965,2012,BooksWagon,15.789984460679584,75,1.9287738279237507,88.1198
Hidden Leadership Guide,Brene Brown,Technology,Macmillan,33.37,4.9,291,936,2016,Snapdeal,7.283474243572594,0,0.9370170015455951,98.0582
Secret History System,J.K. Rowling,Science,Amazon KDP,29.06,5.0,613,3698,2013,Crossword,26.24678112004128,75,1.9738536836682123,100.1226
Hidden Leadership Anthology,Tara Westover,Fiction,,9.39,4.3,875,3159,2018,Snapdeal,42.464227691798456,0,2.817490984028851,86.175
Forgotten Python Anthology,Yuval Noah Harari,Biography,Indie Pub,17.76,3.5,1135,1301,2024,BooksWagon,6.573741626740386,0,3.6546883049974244,70.227
Advanced Meditation System,Brene Brown,Fiction,HarperCollins,500.0,4.2,583,1362,2022,BooksWagon,9.884396560401072,0,1.8772539927872232,84.1166
Complete Mystery System,Dale Carnegie,Cooking,Penguin Random House,7.34,4.2,1068,1658,2018,Snapdeal,23.087961131337412,40,3.438948995363215,84.2136
Advanced Leadership Principles,Delia Owens,Fiction,Simon & Schuster,20.62,3.7,1113,1579,2025,Amazon,42.3550007011162,0,3.583848531684699,74.2226
Advanced Fitness Strategies,Malcolm Gladwell,Business,O'Reilly Media,39.88,4.0,582,2149,2016,Flipkart,17.64624419907002,40,1.8740340030911902,80.1164
Complete AI Bible,Malcolm Gladwell,Self-Help,Macmillan,19.34,3.4,429,1503,2021,Amazon,25.289392347535696,40,1.3813755795981453,68.0858
War Anthology,Walter Isaacson,Fantasy,Penguin Random House,23.75,4.5,213,1288,2011,Amazon,6.662914362015684,50,0.6858578052550233,90.0426
Modern Mystery: The Secrets,Brene Brown,Mystery,O'Reilly Media,27.49,4.1,741,1809,2015,Amazon,10.933728038483554,50,2.386012364760433,82.1482
Hidden Money Trilogy,Alex Michaelides,Biography,Simon & Schuster,11.08,3.8,144,2763,2011,Crossword,44.46520491835388,40,0.46367851622874806,76.0288
Time Masterclass,Tara Westover,Non-Fiction,Indie Pub,14.66,4.9,705,2802,2022,BooksWagon,43.60474785744182,0,2.270092735703246,98.141
The Ultimate Gardening Workbook,Tara Westover,Science Fiction,O'Reilly Media,32.1,4.4,903,1825,2020,Amazon,5.197599237376385,0,2.9076506955177743,88.1806
Modern Baking Trilogy,Robert Kiyosaki,Mystery,Indie Pub,15.38,3.9,1860,870,2021,BooksWagon,43.07247141692956,0,5.9891808346213296,78.372
Baking Anthology,Yuval Noah Harari,Science,Hachette,500.0,4.2,409,1139,2025,Snapdeal,30.564797512620014,0,1.3169757856774857,84.0818
Hidden Fitness Collection,Malcolm Gladwell,Cooking,Amazon KDP,18.42,5.0,1339,2182,2021,Flipkart,39.716731780800885,0,4.311566202988151,100.2678
Meditation Trilogy,Alex Michaelides,Business,Simon & Schuster,21.07,4.6,303,4468,2017,Snapdeal,23.189594225354362,0,0.9756568778979907,92.0606
Money Guide,Agatha Christie,Cooking,Macmillan,13.85,4.8,285,916,2014,Snapdeal,25.62384114317001,75,0.9176970633693972,96.057
Business Trilogy,Neil Gaiman,Business,O'Reilly Media,36.97,3.8,6188,1185,2014,Crossword,24.55386321027681,40,19.925296239052035,77.2376
Past Leadership Handbook,Tim Ferriss,Science Fiction,O'Reilly Media,27.25,4.2,456,1488,2019,Flipkart,31.674570301844174,0,1.4683153013910355,84.0912
Modern Money Masterclass,Robert Kiyosaki,Cooking,Simon & Schuster,15.13,3.9,607,1623,2011,Snapdeal,10.586050190252516,40,1.9545337454920142,78.1214
Secret Fitness Framework,Tim Ferriss,History,Hachette,12.53,4.6,224,1267,2021,Snapdeal,6.198943594907118,0,0.7212776919113859,92.0448
Advanced Leadership: The Trilogy,Neil Gaiman,Non-Fiction,HarperCollins,13.61,4.4,978,2252,2021,Flipkart,17.317197663647637,40,3.1491499227202473,88.1956
Lost Time Bible,Simon Sinek,Business,Indie Pub,32.85,3.9,498,1441,2020,Flipkart,33.18723050946587,40,1.6035548686244203,78.0996
Essential Baking System,Brand New Author,Cooking,Hachette,9.57,4.8,10210,1869,2024,Snapdeal,13.074138084917934,40,32.87609479649665,98.042
Beginner's Meditation System,Brand New Author,Cooking,Amazon KDP,8.24,4.5,381,4246,2012,Flipkart,31.937297332996692,40,1.2268160741885625,90.0762
Lost Love Saga,Simon Sinek,Technology,Hachette,27.74,4.4,396,2227,2022,Snapdeal,43.79648184429082,75,1.2751159196290571,88.0792
Meditation Principles,Neil Gaiman,History,Simon & Schuster,15.43,3.8,44,17812,2015,Snapdeal,8.756028631576736,50,0.14167954662545082,76.0088
Complete Data Science Anthology,Colleen Hoover,Science Fiction,Macmillan,15.88,4.3,2306,626,2015,Crossword,31.90408472900505,40,7.4252962390520345,86.4612
Complete AI Principles,Michelle Obama,Romance,Penguin Random House,19.61,4.8,1669,911,2022,Amazon,22.750008772182845,40,5.374162802679031,96.3338
Advanced History Collection,Stephen King,Mystery,HarperCollins,25.28,3.7,1242,1292,2022,Snapdeal,39.72569017510021,40,3.999227202472952,74.2484
Dark Love System,Stephen King,Fantasy,Simon & Schuster,17.78,4.1,537,1225,2015,BooksWagon,12.085991577895436,0,1.7291344667697064,82.1074
Essential Marketing Chronicles,Walter Isaacson,Health,O'Reilly Media,34.88,4.2,196,1462,2018,Amazon,32.70503808904658,0,0.6311179804224626,84.0392
Dark Marketing Methods,Brand New Author,Mystery,O'Reilly Media,26.45,4.0,360,2230,2023,Amazon,38.52461158592441,0,1.1591962905718702,80.072
Beginner's Space Principles,Walter Isaacson,Technology,Macmillan,37.13,3.9,147,1704,2012,Amazon,42.78456877896093,40,0.473338485316847,78.0294
Future Cooking Framework,Simon Sinek,Business,Penguin Random House,30.11,3.3,187,1089,2010,Crossword,32.329921131585834,40,0.6021380731581659,66.0374
Python Journal,Walter Isaacson,Science,Penguin Random House,34.35,4.5,326,1285,2025,Snapdeal,24.886990560337093,0,1.049716640906749,90.0652
Advanced Space Trilogy,Simon Sinek,Biography,Macmillan,4.99,4.7,417,3325,2010,Crossword,29.713889608048554,75,1.3427357032457496,94.0834
Mystery Secrets,Agatha Christie,Cooking,Macmillan,9.93,4.3,204,1933,2015,Snapdeal,39.756199379148725,75,0.6568778979907265,86.0408
Future Design Principles,Colleen Hoover,Science,Amazon KDP,20.52,4.5,339,1088,2017,Crossword,27.824389865553186,50,1.0915765069551777,90.0678
Complete Baking Story,Delia Owens,Science,Hachette,29.29,3.5,678,1531,2023,Crossword,6.215482387873474,40,2.1831530139103554,70.1356
Forgotten Money Strategies,Robert Kiyosaki,Science,O'Reilly Media,38.5,3.9,16357,840,2024,BooksWagon,42.23794782027911,50,52.66937145801134,81.2714
AI Methods,James Clear,Technology,Simon & Schuster,32.32,5.0,1587,833,2011,Crossword,32.58107004126245,0,5.110123647604327,100.3174
Essential Python Anthology,Stephen King,Science,O'Reilly Media,41.86,4.8,832,1139,2010,Flipkart,32.06053543108986,50,2.6790314270994333,96.1664
Love Collection,Tim Ferriss,Self-Help,Amazon KDP,20.48,4.1,100,2667,2019,BooksWagon,13.627006095908687,0,0.32199896960329727,82.02
The Ultimate Fitness: The Workbook,Michelle Obama,Science Fiction,Indie Pub,16.0,4.0,3402,1012,2012,Crossword,31.355418809306286,50,10.954404945904173,80.6804
Past Fitness Workbook,Delia Owens,Fiction,O'Reilly Media,29.79,3.1,1195,1954,2015,Amazon,20.75457622616634,0,3.8478876867594027,62.239
Lost Meditation Handbook,James Clear,Health,HarperCollins,11.97,4.3,3460,959,2017,Flipkart,31.049319081659682,50,11.141164348274085,86.692
Dark History System,George R.R. Martin,Self-Help,HarperCollins,5.62,3.6,224,2358,2016,Flipkart,9.263721212319629,75,0.7212776919113859,72.0448
Modern Gardening Framework,Michelle Obama,Business,HarperCollins,21.88,3.1,526,1038,2018,Flipkart,31.313812184121442,0,1.6937145801133437,62.1052
Beginner's Python Chronicles,Malcolm Gladwell,Non-Fiction,HarperCollins,19.49,3.6,1448,1324,2017,BooksWagon,44.97654903082666,40,4.662545079855744,72.2896
Machine Learning Anthology,Brene Brown,Biography,HarperCollins,13.99,4.5,907,2005,2022,Crossword,6.928481554422241,75,2.9205306543019063,90.1814
Money Bible,Brand New Author,Science Fiction,Simon & Schuster,16.33,4.9,815,1936,2021,Crossword,44.08696736885269,40,2.6242916022668727,98.163
Dark Cooking Trilogy,Brand New Author,Fantasy,Indie Pub,18.52,4.9,715,1520,2011,Amazon,21.276318428914823,50,2.3022926326635758,98.143
Secret Love Collection,Robert Kiyosaki,Biography,Simon & Schuster,17.05,4.8,4181,972,2025,Amazon,39.83013801349037,40,13.462776919113859,96.8362
Essential Fitness Handbook,Malcolm Gladwell,Science Fiction,Penguin Random House,12.78,4.4,543,2474,2022,Flipkart,36.29541936233094,0,1.7484544049459043,88.1086
Essential Marketing Framework,George R.R. Martin,History,Hachette,15.99,4.7,4172,1311,2025,Amazon,27.68065043946671,0,13.433797011849563,94.8344
Essential Time Methods,George R.R. Martin,Technology,Hachette,25.95,4.4,245,1452,2015,BooksWagon,34.537968370053065,0,0.7888974755280782,88.049
Dark Business Workbook,Brene Brown,Health,Indie Pub,24.05,3.9,281,1523,2024,Crossword,40.14062245205392,50,0.9048171045852654,78.0562
Data Science Trilogy,J.K. Rowling,Science Fiction,Penguin Random House,9.55,3.5,236,2915,2021,Flipkart,21.165612866041318,0,0.7599175682637815,70.0472
History System,Agatha Christie,Health,Macmillan,15.08,5.0,355,1135,2025,Amazon,18.081326462529546,40,1.1430963420917053,100.071
Complete Machine Learning Story,Tim Ferriss,Cooking,HarperCollins,17.55,4.6,365,1416,2013,BooksWagon,31.70373542254339,40,1.1752962390520352,92.073
Complete Machine Learning Workbook,Michelle Obama,Business,Macmillan,19.54,4.8,1398,848,2013,BooksWagon,37.31383767765034,40,4.501545595054096,96.2796
Forgotten Data Science Guide,Walter Isaacson,Fantasy,Hachette,9.12,3.7,1128,1610,2011,Amazon,35.49140539106463,50,3.6321483771251932,74.2256
Marketing Journal,Walter Isaacson,Self-Help,,17.32,3.6,996,2344,2024,Crossword,36.912545954345376,75,3.2071097372488406,72.1992
Bright Data Science Methods,Dale Carnegie,Health,Penguin Random House,17.76,4.5,311,1599,2018,Amazon,22.42333259251732,40,1.0014167954662545,90.0622
Gardening Strategies,Malcolm Gladwell,Fiction,HarperCollins,16.3,3.2,143,2549,2013,Flipkart,37.71336864700086,50,0.46045852653271513,64.0286
Leadership Framework,Yuval Noah Harari,Romance,Simon & Schuster,16.75,4.1,425,2583,2023,Amazon,9.808362214824339,50,1.3684956208140133,82.085
Essential Marketing Workbook,George R.R. Martin,Fantasy,Amazon KDP,18.4,4.6,316,2274,2013,BooksWagon,26.779563918433983,40,1.0175167439464192,92.0632
Secret War: The Framework,Tim Ferriss,Romance,Simon & Schuster,16.68,3.4,1220,1310,2024,Amazon,5.230346419924863,75,3.9283874291602268,68.244
Advanced Mystery Trilogy,Neil Gaiman,Cooking,Indie Pub,18.78,4.1,225,1606,2017,Crossword,17.98343319601081,0,0.7244976816074189,82.045
Hidden Python Handbook,Brene Brown,Science Fiction,Indie Pub,14.8,4.9,939,1485,2024,Snapdeal,19.658461394855916,0,3.0235703245749614,98.1878
History Secrets,Brand New Author,Science,Penguin Random House,30.41,4.9,442,4209,2014,Amazon,20.846907664370214,50,1.423235445646574,98.0884
Leadership Story,Tim Ferriss,Self-Help,Penguin Random House,16.93,4.7,5372,1392,2018,Crossword,32.81868826759449,40,17.297784647089127,95.0744
Modern Love Secrets,Michelle Obama,Fiction,O'Reilly Media,31.25,4.5,1397,827,2021,Crossword,20.54232405081383,50,4.498325605358063,90.2794
Forgotten Gardening Bible,Brene Brown,Self-Help,Hachette,18.24,5.0,358,1230,2012,BooksWagon,22.947744904901228,50,1.1527563111798043,100.0716
Bright Leadership Masterclass,Tim Ferriss,Science Fiction,O'Reilly Media,32.5,3.1,317,4542,2015,Crossword,14.5017652349731,0,1.0207367336424524,62.0634
The Ultimate War Framework,Simon Sinek,Mystery,Penguin Random House,23.13,4.3,374,1477,2022,Crossword,19.930071665173603,50,1.2042761463163318,86.0748
Design Guide,Neil Gaiman,Health,Amazon KDP,24.77,4.9,242,1430,2013,Crossword,14.090785090526058,40,0.7792375064399795,98.0484
Beginner's Marketing Story,Agatha Christie,Fantasy,Penguin Random House,24.81,4.9,1376,1997,2019,Crossword,7.9278369507377455,40,4.43070582174137,98.2752
Bright Mystery Collection,Tara Westover,Technology,Macmillan,21.29,5.0,1379,2481,2014,Flipkart,29.137943735255117,40,4.440365790829469,100.2758
Future Mystery Story,Brand New Author,Biography,HarperCollins,17.81,3.9,2363,3086,2017,Flipkart,31.72851194220065,75,7.608835651725915,78.4726
The Ultimate Marketing Workbook,Tim Ferriss,Business,HarperCollins,28.32,4.6,3635,1301,2025,BooksWagon,29.77961384038458,0,11.704662545079856,92.727
Cooking Anthology,Colleen Hoover,Science,Amazon KDP,27.07,4.8,1350,773,2023,Amazon,23.539761752022894,40,4.346986089644513,96.27
Advanced Marketing Saga,Malcolm Gladwell,Romance,O'Reilly Media,17.35,3.6,560,2269,2022,Crossword,20.19143120716919,40,1.8031942297784647,72.112
Leadership Bible,Yuval Noah Harari,Self-Help,HarperCollins,21.93,5.0,2656,2178,2018,Amazon,39.53334598287301,50,8.552292632663576,100.5312
Beginner's Love Guide,Neil Gaiman,Fiction,Amazon KDP,12.67,4.0,714,1298,2021,Amazon,25.763271405448723,40,2.2990726429675425,80.1428
Future Time Story,Simon Sinek,Biography,Simon & Schuster,15.98,4.5,112,2870,2021,BooksWagon,24.16727510518924,0,0.36063884595569295,90.0224
Essential Data Science Masterclass,Michelle Obama,History,Macmillan,18.15,3.9,2054,1191,2016,Crossword,6.0256826322574275,0,6.613858835651726,78.4108
Python System,Michelle Obama,Science Fiction,Macmillan,16.27,4.7,1125,859,2014,Crossword,18.649913105046252,0,3.6224884080370945,94.225
Beginner's Gardening Trilogy,Robert Kiyosaki,Science Fiction,Hachette,12.42,4.1,944,861,2024,Snapdeal,20.20782475143428,50,3.039670273055126,82.1888
Essential Python Workbook,Malcolm Gladwell,Self-Help,Hachette,14.12,4.1,238,2562,2025,Amazon,20.95291123587602,0,0.7663575476558475,82.0476
Modern Gardening Principles,Tara Westover,Mystery,Penguin Random House,13.72,4.4,424,2213,2018,Amazon,28.206894769093292,0,1.3652756311179803,88.0848
Modern Love Masterclass,George R.R. Martin,Non-Fiction,Penguin Random House,19.37,3.7,111,2702,2012,Flipkart,26.34410186907514,75,0.35741885625965997,74.0222
AI System,Simon Sinek,Non-Fiction,Amazon KDP,12.56,3.6,198,2327,2017,Snapdeal,29.316203711737785,0,0.6375579598145286,72.0396
Lost Marketing Guide,Brand New Author,History,HarperCollins,12.72,3.9,1516,1195,2015,Flipkart,35.59533046168513,75,4.881504379185986,78.3032
Bright Baking Guide,Yuval Noah Harari,Non-Fiction,Hachette,12.94,3.8,595,1626,2020,Flipkart,37.51942954864374,40,1.9158938691396188,76.119
Secret Fitness Handbook,Dale Carnegie,Technology,Indie Pub,27.87,4.4,99,7001,2019,Flipkart,33.724923049059775,50,0.3187789799072643,88.0198
Advanced Cooking: The System,Brene Brown,Fantasy,Amazon KDP,15.92,4.0,1473,962,2010,BooksWagon,43.22094783819739,0,4.743044822256569,80.2946
Dark Design Secrets,Stephen King,Cooking,HarperCollins,14.52,3.8,594,1550,2022,BooksWagon,5.729303307054465,0,1.9126738794435858,76.1188
Beginner's Time: The Trilogy,Yuval Noah Harari,Cooking,,19.58,3.9,525,1694,2023,Flipkart,12.831119427341843,50,1.6904945904173105,78.105
Business Story,Malcolm Gladwell,Business,Simon & Schuster,33.69,4.6,2723,2294,2016,Snapdeal,5.302514999125685,50,8.768031942297783,92.5446
Secret AI Chronicles,Stephen King,Cooking,Simon & Schuster,17.41,3.5,1591,931,2020,Amazon,30.89898856618412,50,5.12300360638846,70.3182
Space Methods,Stephen King,Technology,Penguin Random House,23.61,3.8,1113,855,2020,Snapdeal,40.92122195799948,0,3.583848531684699,76.2226
Essential Python Principles,Brene Brown,History,Simon & Schuster,14.74,4.2,2925,1189,2016,Crossword,14.739291863051971,50,9.418469860896444,84.585
The Ultimate Love Bible,Alex Michaelides,Mystery,Macmillan,24.76,3.7,77,2343,2017,BooksWagon,42.081381791852266,50,0.24793920659453889,74.0154
Mystery Anthology,Walter Isaacson,Science Fiction,Simon & Schuster,22.81,4.1,505,1549,2025,Amazon,7.410695611582434,40,1.626094796496651,82.101
Hidden Python Principles,Stephen King,History,Simon & Schuster,24.52,4.4,12186,754,2016,Amazon,42.37744107222057,50,39.238794435857805,90.4372
Lost Design Anthology,Yuval Noah Harari,Cooking,Macmillan,16.48,3.6,861,5084,2016,Crossword,19.064907489585377,50,2.7724111282843893,72.1722
Future Machine Learning Workbook,Tim Ferriss,Science Fiction,O'Reilly Media,31.08,3.8,155,3564,2017,Crossword,9.05683313796866,40,0.49909840288511076,76.031
Lost Time Handbook,Tim Ferriss,Science Fiction,,11.96,4.6,226,2549,2011,Flipkart,24.434870367453026,0,0.7277176713034519,92.0452
Secret Machine Learning Strategies,Tara Westover,Self-Help,Amazon KDP,9.48,3.9,1839,1837,2011,BooksWagon,15.271062708820317,40,5.921561051004637,78.3678
Baking Journal,George R.R. Martin,Science,Amazon KDP,21.41,4.3,1476,2203,2019,BooksWagon,16.394916078476914,0,4.752704791344668,86.2952
Dark Time Bible,Brand New Author,Science,Penguin Random House,27.34,4.5,198,1675,2014,Snapdeal,17.29159859705146,40,0.6375579598145286,90.0396
Bright Marketing: The Story,Tara Westover,Science Fiction,HarperCollins,17.04,3.8,189,2280,2015,Flipkart,37.121035913306535,40,0.6085780525502319,76.0378
Lost Leadership Strategies,Neil Gaiman,Cooking,Indie Pub,17.67,4.4,500,1057,2024,Flipkart,26.566451067010178,0,1.6099948480164863,88.1
Bright Baking Masterclass,Colleen Hoover,History,Hachette,4.99,3.7,662,1463,2020,Flipkart,17.452307966240145,0,2.1316331787738276,74.1324
Bright Mystery Saga,Robert Kiyosaki,Fiction,O'Reilly Media,25.32,4.1,1160,1154,2021,Flipkart,29.413351332436733,0,3.7351880473982484,82.232
Essential War Story,J.K. Rowling,Mystery,Amazon KDP,4.99,4.4,5,100000,2022,BooksWagon,33.64602696892774,50,0.016099948480164862,88.001
Modern Time Methods,Stephen King,Business,Simon & Schuster,11.26,4.9,531,1111,2011,BooksWagon,15.90496002934135,75,1.7098145285935087,98.1062
Fitness Guide,J.K. Rowling,Fantasy,HarperCollins,13.07,3.1,1009,1140,2014,Flipkart,21.54196406101406,0,3.2489696032972692,62.2018
Lost Meditation Strategies,Walter Isaacson,History,O'Reilly Media,33.84,5.0,902,1841,2010,Snapdeal,9.875443733477901,75,2.9044307058217416,100.1804
Forgotten Design Guide,Walter Isaacson,Mystery,O'Reilly Media,19.58,4.6,1008,743,2023,Amazon,12.245973981387213,40,3.2457496136012365,92.2016
Essential Machine Learning Framework,Delia Owens,Self-Help,Hachette,14.77,4.4,234,2408,2016,Amazon,32.24471415859931,0,0.7534775888717156,88.0468
Complete Machine Learning Masterclass,Stephen King,Non-Fiction,Penguin Random House,7.41,3.9,758,869,2019,Snapdeal,12.257533907825078,0,2.440752189592993,78.1516
Bright Design Trilogy,J.K. Rowling,Cooking,Simon & Schuster,12.75,4.4,439,1330,2019,Flipkart,26.006535346682405,40,1.4135754765584752,88.0878
Modern War Framework,George R.R. Martin,Business,Indie Pub,21.35,5.0,1293,1534,2011,BooksWagon,33.36185046889731,50,4.163446676970634,100.2586
Essential AI Principles,Colleen Hoover,Cooking,Amazon KDP,14.12,5.0,1250,882,2012,Amazon,9.275076923789754,50,4.0249871200412155,100.25
Forgotten Machine Learning Masterclass,Tara Westover,Technology,Amazon KDP,21.41,4.2,534,1540,2016,Crossword,27.692488785156144,0,1.7194744976816074,84.1068
History Journal,Tara Westover,Mystery,HarperCollins,15.46,4.3,668,1332,2025,Crossword,15.26251134805455,0,2.1509531169500256,86.1336
Money Saga,Tim Ferriss,Mystery,Hachette,22.89,4.0,1662,1434,2021,Snapdeal,43.517075009503195,40,5.351622874806801,80.3324
